priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
Medium,120,82,D,0,4202,2,38,0.6776859504132231,31.40495867768595,2.908304290349718,0.6446280991735538,0,0,0,1,0.48161627691512604,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,135,84,C,0,1568,1,51,0.6176470588235294,37.5,1.593252108716026,0.38235294117647056,0,0,0,1,0.4692279523018296,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,90,108,A,0,7455,3,-18,1.1868131868131868,-19.78021978021978,2.50665687264714,-0.5604395604395604,0,0,0,1,0.42020202148657704,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,115,108,A,0,4085,2,7,0.9310344827586207,6.0344827586206895,2.125320630267497,0.13793103448275867,0,0,0,1,0.4406819637090974,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,105,69,A,0,7837,3,36,0.6509433962264151,33.9622641509434,4.538966600057094,1.0471698113207548,0,0,0,1,0.48878699515213647,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,151,81,G,0,1627,1,70,0.5328947368421053,46.05263157894737,1.8419777023751815,0.4671052631578947,0,0,0,1,0.47910204746168594,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,129,75,G,0,4742,2,54,0.5769230769230769,41.53846153846154,3.4076015727391877,0.8461538461538463,0,0,0,1,0.4876010362163686,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,185,32,A,0,1133,1,153,0.17204301075268819,82.25806451612904,5.493207324276431,0.8279569892473118,0,0,0,1,0.4704892952738428,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,61,19,F,1,9914,3,42,0.3064516129032258,67.74193548387096,9.480122324159021,2.080645161290323,1,0,0,1,0.5593201993404883,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,121,47,A,0,8022,3,74,0.38524590163934425,60.65573770491803,7.590211530485275,1.8442622950819674,0,0,0,1,0.45917221093026805,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,84,103,D,0,8055,3,-19,1.2117647058823529,-22.35294117647059,2.4554646124217623,-0.6352941176470586,0,0,0,0,0.2838524980305243,✅ SLA SAFE,
Low,127,57,B,0,1604,1,70,0.4453125,54.6875,2.1962937542896364,0.5546875,0,0,0,1,0.4617667003851411,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,102,82,D,0,8809,3,20,0.7961165048543689,19.41747572815534,3.721546429001566,0.6116504854368933,0,0,0,1,0.49604465220729266,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,115,98,A,0,4103,2,17,0.8448275862068966,14.655172413793101,2.3396530859217424,0.31034482758620685,0,0,0,1,0.48319833425848735,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,192,33,C,0,1531,1,159,0.17098445595854922,82.38341968911918,5.525336387059834,0.8290155440414508,0,0,0,1,0.4603433560672274,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,81,87,F,0,7877,3,-6,1.0609756097560976,-7.317073170731707,2.801184240491915,-0.18292682926829285,0,0,0,0,0.3944047428345093,✅ SLA SAFE,
Medium,84,112,D,0,3053,2,-28,1.3176470588235294,-32.94117647058823,1.5064244572441294,-0.6352941176470588,0,0,0,1,0.42624751151914597,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,211,101,A,0,1857,1,110,0.47641509433962265,51.886792452830186,2.0558572536850273,0.5235849056603774,0,0,0,1,0.47512674123398796,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,124,51,C,0,9741,3,73,0.408,58.4,7.177033492822966,1.7760000000000002,0,0,0,1,0.5076323211655724,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,85,12,D,1,8065,3,73,0.13953488372093023,84.88372093023256,20.06220839813375,2.5813953488372094,1,0,0,1,0.6073798881840625,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,78,51,G,0,8471,3,27,0.6455696202531646,34.177215189873415,4.576173006371886,1.0632911392405062,0,0,0,1,0.49678700054800223,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,126,87,A,0,1057,1,39,0.6850393700787402,30.708661417322837,1.4387674181488614,0.31496062992125984,0,0,0,1,0.4780821327331439,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,140,117,E,0,1451,1,23,0.8297872340425532,16.312056737588655,1.1907778059285534,0.17021276595744683,0,0,0,1,0.4613899439148945,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,105,27,E,0,4983,2,78,0.25471698113207547,73.58490566037736,7.555238774055595,1.490566037735849,0,0,0,1,0.4888619341087118,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,97,7,F,1,3119,2,90,0.07142857142857142,91.83673469387756,24.56140350877193,1.8571428571428572,1,1,0,1,0.5061311366007646,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,139,46,G,0,3893,2,93,0.32857142857142857,66.42857142857143,5.9071729957805905,1.342857142857143,0,0,0,1,0.41748653462902185,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,129,75,E,0,4991,2,54,0.5769230769230769,41.53846153846154,3.4076015727391877,0.8461538461538463,0,0,0,1,0.486576368420148,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,89,13,E,1,8056,3,76,0.14444444444444443,84.44444444444444,19.42446043165468,2.566666666666667,1,0,0,1,0.6165429548727096,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,81,88,C,0,3476,2,-7,1.0731707317073171,-8.536585365853659,1.8464309840126096,-0.14634146341463428,0,0,0,1,0.42817152616011706,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,120,7,B,1,4123,2,113,0.05785123966942149,93.38842975206612,29.476248477466505,1.884297520661157,1,1,0,1,0.5452039207412412,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,78,37,B,0,8250,3,41,0.46835443037974683,51.89873417721519,6.271500396930405,1.5949367088607593,0,0,0,1,0.5331731824916681,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,109,45,B,0,9384,3,64,0.4090909090909091,58.18181818181818,7.158351409978307,1.7727272727272725,0,0,0,1,0.5109380765339838,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,106,43,C,0,4554,2,63,0.40186915887850466,58.87850467289719,4.855911050601316,1.1962616822429908,0,0,0,1,0.5074378611618277,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,213,72,E,0,1666,1,141,0.3364485981308411,65.88785046728972,2.8864310763420558,0.6635514018691588,0,0,0,1,0.4600901318277211,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,140,9,G,1,9731,3,131,0.06382978723404255,92.90780141843972,40.63400576368877,2.8085106382978724,1,1,0,1,0.5059401439033158,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,88,17,C,1,7283,3,71,0.19101123595505617,79.7752808988764,14.924538848518726,2.426966292134831,1,0,0,1,0.5357590676201236,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,71,120,B,0,7118,3,-49,1.6666666666666667,-68.05555555555556,1.7892644135188864,-2.0,0,0,0,0,0.33372771551861924,✅ SLA SAFE,
Low,148,120,F,0,1449,1,28,0.8053691275167785,18.79194630872483,1.226438389990946,0.19463087248322153,0,0,0,1,0.4501120553214089,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,109,107,G,0,4223,2,2,0.9727272727272728,1.8181818181818181,2.0351526364477333,0.05454545454545445,0,0,0,0,0.38599527565422753,✅ SLA SAFE,
Medium,116,14,B,1,4151,2,102,0.11965811965811966,87.17948717948718,15.425181278839815,1.7606837606837606,1,0,0,0,0.39798660268354086,✅ SLA SAFE,
Medium,84,84,B,0,4209,2,0,0.9882352941176471,0.0,2.0035356511490865,0.0235294117647058,0,0,0,1,0.4386974868198501,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,163,7,C,1,968,1,156,0.042682926829268296,95.1219512195122,18.98148148148148,0.9573170731707317,1,1,0,1,0.5297795113875995,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,139,21,B,0,8360,3,118,0.15,84.28571428571429,18.75,2.55,0,0,0,1,0.6146106854454954,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,143,40,E,0,3394,2,103,0.2777777777777778,71.52777777777779,6.949806949806949,1.4444444444444444,0,0,0,1,0.44711285667999584,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,135,99,F,0,1596,1,36,0.7279411764705882,26.47058823529412,1.3551215623754485,0.2720588235294118,0,0,0,1,0.4738342643295202,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,106,36,G,0,3570,2,70,0.3364485981308411,65.42056074766354,5.7728621526841115,1.3271028037383177,0,0,0,1,0.47956373462041363,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,141,114,F,0,3535,2,27,0.8028169014084507,19.014084507042252,2.460578755848206,0.3943661971830985,0,0,0,1,0.45658005738615837,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,124,31,D,0,3260,2,93,0.248,74.4,7.751937984496124,1.504,0,0,0,1,0.4397290843154408,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,145,68,A,0,4421,2,77,0.4657534246575342,52.73972602739726,4.203858335732796,1.0684931506849316,0,0,0,1,0.4615656839161719,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,149,47,G,0,3651,2,102,0.31333333333333335,68.0,6.185567010309278,1.3733333333333333,0,0,0,1,0.4073139164022889,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,111,61,C,0,4184,2,50,0.5446428571428571,44.642857142857146,3.6059240180296204,0.9107142857142858,0,0,0,1,0.486898813643,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,183,112,A,0,1119,1,71,0.6086956521739131,38.58695652173913,1.6163035839775122,0.3913043478260869,0,0,0,1,0.48345968271930606,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,66,44,C,0,7562,3,22,0.6567164179104478,32.83582089552239,4.499664204163868,1.0298507462686568,0,0,0,1,0.49967513622506926,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,131,13,C,1,4271,2,118,0.09848484848484848,89.39393939393939,18.435754189944134,1.803030303030303,1,0,0,1,0.45479654064807656,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,78,46,B,0,9274,3,32,0.5822784810126582,40.50632911392405,5.0651848685616585,1.2531645569620253,0,0,0,1,0.5132742213112004,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,92,70,E,0,4172,2,22,0.7526881720430108,23.655913978494624,2.6223036796841956,0.4946236559139785,0,0,0,1,0.4911007133111473,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,207,78,A,0,892,1,129,0.375,62.019230769230774,2.5974025974025974,0.625,0,0,0,1,0.4474947943001761,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,148,102,F,0,4689,2,46,0.6845637583892618,30.87248322147651,2.8795052662092955,0.6308724832214765,0,0,0,1,0.4698225130708039,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,92,83,D,0,9674,3,9,0.8924731182795699,9.67741935483871,3.3241987370427735,0.32258064516129037,0,0,0,1,0.4485966429360031,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,200,72,E,0,1582,1,128,0.3582089552238806,63.681592039801,2.715849209566275,0.6417910447761195,0,0,0,1,0.4747104692832235,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,103,110,F,0,7098,3,-7,1.0576923076923077,-6.730769230769231,2.8097982708933715,-0.17307692307692313,0,0,0,0,0.39742516079973844,✅ SLA SAFE,
High,105,74,G,0,7747,3,31,0.6981132075471698,29.245283018867923,4.236610711430855,0.9056603773584907,0,0,0,1,0.4977080880730926,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,165,10,C,1,1840,1,155,0.060240963855421686,93.37349397590361,14.236706689536879,0.9397590361445783,1,0,0,1,0.45520048431885435,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,75,11,G,1,9804,3,64,0.14473684210526316,84.21052631578947,19.387755102040813,2.5657894736842106,1,0,0,1,0.585119487691159,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,170,93,G,0,810,1,77,0.543859649122807,45.02923976608187,1.8055115616091224,0.45614035087719296,0,0,0,1,0.4670475579444748,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,128,83,B,0,4358,2,45,0.6434108527131783,34.883720930232556,3.060861312136671,0.7131782945736433,0,0,0,1,0.49114475514680656,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,97,61,B,0,8924,3,36,0.6224489795918368,36.734693877551024,4.743465634075507,1.1326530612244898,0,0,0,1,0.5027366430992746,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,112,88,B,0,9583,3,24,0.7787610619469026,21.238938053097346,3.803433187478963,0.6637168141592921,0,0,0,1,0.48878389049336557,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,176,16,F,1,2000,1,160,0.0903954802259887,90.3954802259887,9.960607765897581,0.9096045197740112,1,0,0,1,0.4692655747223975,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,83,75,E,0,8183,3,8,0.8928571428571429,9.523809523809524,3.3227848101265822,0.3214285714285713,0,0,0,1,0.4499111868323503,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,127,104,G,0,3947,2,23,0.8125,17.96875,2.43161094224924,0.375,0,0,0,1,0.4677156118689841,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
