priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,predicted_breach,probability,SLA_Status,reassigned_to,automation_action,escalation_tier,had_pool_capacity,previous_assignee,financial_exposure_ev,prevention_value_estimate,cost_leakage_flag,AI_MultiAgent,AI_Insight
Medium,108,47,D,0,4619,2,61,0.43119266055045874,55.96330275229357,4.533166978581826,1.1376146788990824,0,0,0,0.48925044331152046,SAFE,D,MONITOR,T0,True,,2259.847797655913,0.0,0,,
High,102,24,D,0,9261,3,78,0.23300970873786409,75.72815533980582,12.345185777067517,2.3009708737864076,0,0,1,0.5089194157102049,AT_RISK,D,MONITOR,T0,False,D,4713.102708892208,0.0,1,"{""reason"": ""Breach risk near 51% with priority High and 24 units of time left; penalty exposure reference $9261. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 51% with priority High and 24 units of time left; penalty exposure reference $9261. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Medium,96,67,C,0,3203,2,29,0.6907216494845361,29.896907216494846,2.8542003825217006,0.6185567010309279,0,0,1,0.5190821991471523,AT_RISK,C,MONITOR,T0,False,C,1662.6202838683287,0.0,1,"{""reason"": ""Breach risk near 52% with priority Medium and 67 units of time left; penalty exposure reference $3203. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 52% with priority Medium and 67 units of time left; penalty exposure reference $3203. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,146,42,A,0,1314,1,104,0.2857142857142857,70.74829931972789,3.3816425120772946,0.7142857142857143,0,0,0,0.48606677584707586,SAFE,A,MONITOR,T0,True,,638.6917434630577,0.0,0,,
Medium,85,66,C,0,3110,2,19,0.7674418604651163,22.093023255813954,2.5725396350583307,0.4651162790697674,0,0,0,0.4719121989860053,SAFE,C,MONITOR,T0,True,,1467.6469388464764,0.0,0,,
High,76,95,D,0,8245,3,-19,1.2337662337662338,-24.675324675324674,2.41202881904563,-0.7012987012987015,0,0,0,0.1915588690919354,SAFE,D,MONITOR,T0,True,,1579.4028756630073,0.0,0,,
Medium,121,19,F,1,3408,2,102,0.1557377049180328,83.60655737704919,12.067260138476755,1.6885245901639343,1,0,0,0.2774764214248978,SAFE,F,MONITOR,T0,True,,945.6396442160517,0.0,1,,
High,61,42,B,0,9233,3,19,0.6774193548387096,30.64516129032258,4.3641482871891135,0.9677419354838711,0,0,0,0.4684762768060242,SAFE,B,MONITOR,T0,True,,4325.441463750021,0.0,0,,
Low,129,5,G,1,1976,1,124,0.038461538461538464,95.38461538461539,20.634920634920633,0.9615384615384616,1,1,0,0.34954403711061166,SAFE,G,MONITOR,T0,True,,690.6990173305686,0.0,1,,
High,121,6,B,1,7041,3,115,0.04918032786885246,94.26229508196722,50.69252077562327,2.8524590163934427,1,1,0,0.4157256307601717,SAFE,B,MONITOR,T0,True,,2927.124166182369,0.0,1,,
High,87,85,E,0,7199,3,2,0.9659090909090909,2.272727272727273,3.0740568234746153,0.10227272727272718,0,0,1,0.6766737979852897,AT_RISK,E,RESOURCE_REQUEST,T0,False,E,4871.3746716961,4140.668470941685,1,"{""reason"": ""Breach risk near 68% with priority High and 85 units of time left; penalty exposure reference $7199. Automation state: RESOURCE_REQUEST."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 68% with priority High and 85 units of time left; penalty exposure reference $7199. Automation state: RESOURCE_REQUEST.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,212,90,E,0,1851,1,122,0.4225352112676056,57.27699530516433,2.311950504721589,0.5774647887323944,0,0,1,0.5029756872912747,AT_RISK,E,MONITOR,T0,False,E,931.0079971761495,0.0,1,"{""reason"": ""Breach risk near 50% with priority Low and 90 units of time left; penalty exposure reference $1851. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 50% with priority Low and 90 units of time left; penalty exposure reference $1851. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,216,79,E,0,1842,1,137,0.3640552995391705,63.133640552995395,2.6734015030183564,0.6359447004608295,0,0,0,0.47143737971150396,SAFE,E,MONITOR,T0,True,,868.3876534285903,0.0,0,,
High,113,12,B,1,7062,3,101,0.10526315789473684,88.59649122807018,26.02739726027398,2.6842105263157894,1,0,0,0.32103793985940315,SAFE,B,MONITOR,T0,True,,2267.169931287105,0.0,1,,
Low,202,96,F,0,1062,1,106,0.4729064039408867,52.21674876847291,2.0707946546975418,0.5270935960591133,0,0,0,0.46174258295667253,SAFE,F,MONITOR,T0,True,,490.37062309998623,0.0,0,,
High,131,96,G,0,8018,3,35,0.7272727272727273,26.515151515151516,4.06905055487053,0.8181818181818181,0,0,0,0.4506495083441729,SAFE,G,MONITOR,T0,True,,3613.307757903578,0.0,0,,
High,68,6,B,1,9457,3,62,0.08695652173913043,89.85507246376811,30.94170403587444,2.739130434782609,1,1,1,0.6642432169810184,AT_RISK,B,RESOURCE_REQUEST,T0,False,B,6281.748102989491,5339.485887541067,1,"{""reason"": ""Breach risk near 66% with priority High and 6 units of time left; penalty exposure reference $9457. Automation state: RESOURCE_REQUEST."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 66% with priority High and 6 units of time left; penalty exposure reference $9457. Automation state: RESOURCE_REQUEST.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,183,94,D,0,1862,1,89,0.5108695652173914,48.369565217391305,1.9198664440734556,0.48913043478260865,0,0,0,0.4807698244366048,SAFE,D,MONITOR,T0,True,,895.1934131009582,0.0,0,,
High,75,103,G,0,7279,3,-28,1.355263157894737,-36.84210526315789,2.197378565921357,-1.0657894736842108,0,0,0,0.15840216731128953,SAFE,G,MONITOR,T0,True,,1153.0093758588764,0.0,0,,
High,86,48,F,0,8922,3,38,0.5517241379310345,43.67816091954023,5.340699815837937,1.3448275862068966,0,0,0,0.4823436951111045,SAFE,F,MONITOR,T0,True,,4303.470447781274,0.0,0,,
Medium,97,73,B,0,3703,2,24,0.7448979591836735,24.489795918367346,2.6493646931603134,0.510204081632653,0,0,1,0.5134914829222275,AT_RISK,B,MONITOR,T0,False,B,1901.4589612610082,0.0,1,"{""reason"": ""Breach risk near 51% with priority Medium and 73 units of time left; penalty exposure reference $3703. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 51% with priority Medium and 73 units of time left; penalty exposure reference $3703. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
High,96,110,G,0,8309,3,-14,1.134020618556701,-14.432989690721648,2.6223303595566367,-0.402061855670103,0,0,0,0.36127623842603906,SAFE,G,MONITOR,T0,True,,3001.8442650819584,0.0,0,,
Medium,90,51,A,0,4115,2,39,0.5604395604395604,42.857142857142854,3.5060681949528028,0.8791208791208791,0,0,1,0.5407415648453339,AT_RISK,A,MONITOR,T0,False,A,2225.151539338549,0.0,1,"{""reason"": ""Breach risk near 54% with priority Medium and 51 units of time left; penalty exposure reference $4115. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 54% with priority Medium and 51 units of time left; penalty exposure reference $4115. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Medium,111,48,E,0,3219,2,63,0.42857142857142855,56.25,4.5602605863192185,1.1428571428571428,0,0,1,0.5312426105848803,AT_RISK,E,MONITOR,T0,False,E,1710.0699634727298,0.0,1,"{""reason"": ""Breach risk near 53% with priority Medium and 48 units of time left; penalty exposure reference $3219. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 53% with priority Medium and 48 units of time left; penalty exposure reference $3219. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Medium,111,33,A,0,3011,2,78,0.29464285714285715,69.64285714285714,6.56506447831184,1.4107142857142856,0,0,1,0.5603670390121483,AT_RISK,A,RESOURCE_REQUEST,T0,False,A,1687.2651544655787,1434.1753812957418,1,"{""reason"": ""Breach risk near 56% with priority Medium and 33 units of time left; penalty exposure reference $3011. Automation state: RESOURCE_REQUEST."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 56% with priority Medium and 33 units of time left; penalty exposure reference $3011. Automation state: RESOURCE_REQUEST.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
High,69,65,G,0,8127,3,4,0.9285714285714286,5.714285714285714,3.1963470319634704,0.2142857142857142,0,0,0,0.4585204190076027,SAFE,G,MONITOR,T0,True,,3726.395445274787,0.0,0,,
Low,133,113,F,0,1059,1,20,0.8432835820895522,14.925373134328357,1.171943326919713,0.15671641791044777,0,0,0,0.432570314072153,SAFE,F,MONITOR,T0,True,,458.09196260241004,0.0,0,,
High,94,49,G,0,8211,3,45,0.5157894736842106,47.368421052631575,5.7057057057057055,1.4526315789473683,0,0,0,0.46550486980627814,SAFE,G,MONITOR,T0,True,,3822.26048597935,0.0,0,,
Low,154,69,G,0,1732,1,85,0.44516129032258067,54.83870967741935,2.1970233876683203,0.5548387096774193,0,0,0,0.4518138566017044,SAFE,G,MONITOR,T0,True,,782.541599634152,0.0,0,,
Low,149,22,E,0,1935,1,127,0.14666666666666667,84.66666666666667,6.382978723404255,0.8533333333333333,0,0,0,0.334042711846895,SAFE,E,MONITOR,T0,True,,646.3726474237418,0.0,0,,
High,128,120,A,0,8230,3,8,0.9302325581395349,6.2015503875969,3.1906999752658916,0.2093023255813954,0,0,0,0.44364908428460914,SAFE,A,MONITOR,T0,True,,3651.2319636623333,0.0,0,,
Low,183,29,C,0,1688,1,154,0.15760869565217392,83.69565217391305,5.9662775616083,0.842391304347826,0,0,1,0.5096113627593918,AT_RISK,C,MONITOR,T0,False,C,860.2239803378533,0.0,1,"{""reason"": ""Breach risk near 51% with priority Low and 29 units of time left; penalty exposure reference $1688. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 51% with priority Low and 29 units of time left; penalty exposure reference $1688. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,134,26,F,0,1226,1,108,0.1925925925925926,80.0,4.936014625228519,0.8074074074074074,0,0,0,0.4975169891972674,SAFE,F,MONITOR,T0,True,,609.9558287558498,0.0,0,,
High,95,116,F,0,8390,3,-21,1.2083333333333333,-21.875,2.462380300957592,-0.6249999999999998,0,0,0,0.23830517254607414,SAFE,F,MONITOR,T0,True,,1999.380397661562,0.0,0,,
Medium,87,109,C,0,4772,2,-22,1.2386363636363635,-25.0,1.6017473607571897,-0.47727272727272707,0,0,0,0.2596797629335578,SAFE,C,MONITOR,T0,True,,1239.191828718938,0.0,0,,
High,114,15,C,1,8303,3,99,0.13043478260869565,86.08695652173914,21.36222910216718,2.608695652173913,1,0,1,0.5212774239493924,AT_RISK,C,MONITOR,T0,False,C,4328.166451051805,0.0,1,"{""reason"": ""Breach risk near 52% with priority High and 15 units of time left; penalty exposure reference $8303. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 52% with priority High and 15 units of time left; penalty exposure reference $8303. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,143,58,B,0,1400,1,85,0.4027777777777778,59.02777777777778,2.4226110363391653,0.5972222222222222,0,0,0,0.42829722199189535,SAFE,B,MONITOR,T0,True,,599.6161107886535,0.0,0,,
High,67,94,F,0,9048,3,-27,1.3823529411764706,-39.705882352941174,2.1546261089987326,-1.1470588235294117,0,0,0,0.1880629302571641,SAFE,F,MONITOR,T0,True,,1701.5933929668208,0.0,0,,
Medium,134,85,D,0,4150,2,49,0.6296296296296297,36.2962962962963,3.126809496236248,0.7407407407407407,0,0,1,0.5035767088787243,AT_RISK,D,MONITOR,T0,False,D,2089.8433418467057,0.0,1,"{""reason"": ""Breach risk near 50% with priority Medium and 85 units of time left; penalty exposure reference $4150. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 50% with priority Medium and 85 units of time left; penalty exposure reference $4150. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,207,40,F,0,883,1,167,0.19230769230769232,80.28846153846155,4.94296577946768,0.8076923076923077,0,0,0,0.4282283635163854,SAFE,F,MONITOR,T0,True,,378.1256449849683,0.0,0,,
Medium,83,86,G,0,4454,2,-3,1.0238095238095237,-3.571428571428571,1.9345923537540306,-0.04761904761904745,0,0,0,0.37268794474496547,SAFE,G,MONITOR,T0,True,,1659.952105894076,0.0,0,,
High,100,55,E,0,7536,3,45,0.5445544554455446,44.554455445544555,5.4097482592394215,1.3663366336633662,0,0,0,0.4205965400740725,SAFE,E,MONITOR,T0,True,,3169.61552599821,0.0,0,,
Medium,144,56,E,0,4452,2,88,0.38620689655172413,60.689655172413794,5.047867711053089,1.2275862068965517,0,0,0,0.4250995104106769,SAFE,E,MONITOR,T0,True,,1892.5430203483336,0.0,0,,
Low,151,24,D,0,1019,1,127,0.15789473684210525,83.55263157894737,5.956112852664577,0.8421052631578947,0,0,0,0.47059096114110693,SAFE,D,MONITOR,T0,True,,479.532189402788,0.0,0,,
Low,144,56,A,0,969,1,88,0.38620689655172413,60.689655172413794,2.5239338555265447,0.6137931034482759,0,0,0,0.39806680859220767,SAFE,A,MONITOR,T0,True,,385.7267375258492,0.0,0,,
Low,122,65,C,0,821,1,57,0.5284552845528455,46.34146341463415,1.8571644269968293,0.4715447154471545,0,0,0,0.45045615301546094,SAFE,C,MONITOR,T0,True,,369.8245016256934,0.0,0,,
Medium,130,18,E,1,3138,2,112,0.13740458015267176,85.49618320610686,13.568099430346969,1.7251908396946565,1,0,0,0.29731816359348245,SAFE,E,MONITOR,T0,True,,932.9843973563479,0.0,1,,
Medium,106,114,A,0,4724,2,-8,1.0654205607476634,-7.476635514018691,1.8597375510558791,-0.1308411214953269,0,0,0,0.3673626170029269,SAFE,A,MONITOR,T0,True,,1735.4210027218267,0.0,0,,
Medium,87,18,E,1,3556,2,69,0.20454545454545456,78.4090909090909,9.322033898305083,1.5909090909090908,1,0,1,0.5148169105236742,AT_RISK,E,MONITOR,T0,False,E,1830.6889338221854,0.0,1,"{""reason"": ""Breach risk near 51% with priority Medium and 18 units of time left; penalty exposure reference $3556. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 51% with priority Medium and 18 units of time left; penalty exposure reference $3556. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,204,109,G,0,1184,1,95,0.5317073170731708,46.34146341463415,1.8460153084196307,0.46829268292682924,0,0,0,0.4393830000811194,SAFE,G,MONITOR,T0,True,,520.2294720960454,0.0,0,,
Medium,87,18,F,1,3999,2,69,0.20454545454545456,78.4090909090909,9.322033898305083,1.5909090909090908,1,0,1,0.5242380758336468,AT_RISK,F,MONITOR,T0,False,F,2096.4280652587536,0.0,1,"{""reason"": ""Breach risk near 52% with priority Medium and 18 units of time left; penalty exposure reference $3999. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 52% with priority Medium and 18 units of time left; penalty exposure reference $3999. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Medium,93,78,C,0,4549,2,15,0.8297872340425532,15.957446808510639,2.381555611857107,0.34042553191489366,0,0,0,0.4800573466286234,SAFE,C,MONITOR,T0,True,,2183.7808698136078,0.0,0,,
Low,210,82,G,0,1689,1,128,0.3886255924170616,60.66350710900474,2.508619664724765,0.6113744075829384,0,0,0,0.45810886351631835,SAFE,G,MONITOR,T0,True,,773.7458704790618,0.0,0,,
Medium,112,103,A,0,3913,2,9,0.911504424778761,7.964601769911504,2.170363968116777,0.17699115044247793,0,0,0,0.4165680183360777,SAFE,A,MONITOR,T0,True,,1630.0306557490721,0.0,0,,
Low,177,113,C,0,1399,1,64,0.6348314606741573,35.95505617977528,1.5507928210489632,0.3651685393258427,0,0,0,0.4699497699499409,SAFE,C,MONITOR,T0,True,,657.4597281599673,0.0,0,,
Medium,129,96,E,0,3008,2,33,0.7384615384615385,25.384615384615383,2.672147995889003,0.523076923076923,0,0,0,0.4309996452332167,SAFE,E,MONITOR,T0,True,,1296.446932861516,0.0,0,,
Medium,109,113,B,0,4322,2,-4,1.0272727272727273,-3.6363636363636362,1.9281332164767746,-0.054545454545454675,0,0,1,0.5075254211235944,AT_RISK,B,MONITOR,T0,False,B,2193.524870096175,0.0,1,"{""reason"": ""Breach risk near 51% with priority Medium and 113 units of time left; penalty exposure reference $4322. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 51% with priority Medium and 113 units of time left; penalty exposure reference $4322. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
High,76,53,E,0,9588,3,23,0.6883116883116883,29.87012987012987,4.296075878742793,0.935064935064935,0,0,0,0.47932366792304776,SAFE,E,MONITOR,T0,True,,4595.755328046182,0.0,0,,
Medium,92,43,E,0,4363,2,49,0.46236559139784944,52.68817204301075,4.234008650125199,1.075268817204301,0,0,1,0.5277042736124028,AT_RISK,E,MONITOR,T0,False,E,2302.3737457709135,0.0,1,"{""reason"": ""Breach risk near 53% with priority Medium and 43 units of time left; penalty exposure reference $4363. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 53% with priority Medium and 43 units of time left; penalty exposure reference $4363. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Low,131,25,D,0,868,1,106,0.1893939393939394,80.3030303030303,5.015197568389057,0.8106060606060606,0,0,1,0.577731091265568,AT_RISK,D,RESOURCE_REQUEST,T0,False,D,501.470587218513,426.24999913573606,1,"{""reason"": ""Breach risk near 58% with priority Low and 25 units of time left; penalty exposure reference $868. Automation state: RESOURCE_REQUEST."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 58% with priority Low and 25 units of time left; penalty exposure reference $868. Automation state: RESOURCE_REQUEST.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
High,84,51,D,0,8252,3,33,0.6,38.82352941176471,4.918032786885246,1.2000000000000002,0,0,1,0.5168843527451528,AT_RISK,D,MONITOR,T0,False,D,4265.329678853001,0.0,1,"{""reason"": ""Breach risk near 52% with priority High and 51 units of time left; penalty exposure reference $8252. Automation state: MONITOR."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 52% with priority High and 51 units of time left; penalty exposure reference $8252. Automation state: MONITOR.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
High,107,63,G,0,9303,3,44,0.5833333333333334,40.74074074074074,5.056179775280898,1.25,0,0,0,0.4869500827520272,SAFE,G,MONITOR,T0,True,,4530.096619842109,0.0,0,,
High,69,14,B,1,8270,3,55,0.2,78.57142857142857,14.285714285714285,2.4000000000000004,1,0,1,0.5594414268343544,AT_RISK,B,RESOURCE_REQUEST,T0,False,B,4626.580599920111,3932.5935099320945,1,"{""reason"": ""Breach risk near 56% with priority High and 14 units of time left; penalty exposure reference $8270. Automation state: RESOURCE_REQUEST."", ""action"": ""1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored."", ""escalation"": ""Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."", ""mode"": ""heuristic""}","[Reason] Breach risk near 56% with priority High and 14 units of time left; penalty exposure reference $8270. Automation state: RESOURCE_REQUEST.
[Action] 1) Reassign to lowest-load qualified owner. 2) Trim non-critical scope to protect committed SLA. 3) Daily checkpoint until buffer is restored.
[Escalation] Notify operations lead within 2 hours if probability stays above 70%. Executive escalation only if capacity cannot be freed same business day."
Medium,145,112,D,0,4925,2,33,0.7671232876712328,22.602739726027394,2.5735942182266878,0.46575342465753433,0,0,0,0.4876986457369002,SAFE,D,MONITOR,T0,True,,2401.9158302542332,0.0,0,,
Medium,124,29,F,0,4501,2,95,0.232,76.0,8.264462809917354,1.536,0,0,0,0.4448142212502345,SAFE,F,MONITOR,T0,True,,2002.1088098473056,0.0,0,,
Low,192,15,F,1,1814,1,177,0.07772020725388601,91.70984455958549,11.399881866509157,0.9222797927461139,1,0,0,0.23316363217416072,SAFE,F,MONITOR,T0,True,,422.95882876392756,0.0,1,,
