task_id,assigned_to,priority,start_time,deadline,completion_time,status,estimated_time,penalty_cost,breach,delay_minutes,time_remaining,risk_level
4423,F,Medium,2024-01-13 17:44:00,2024-01-13 19:50:00,2024-01-13 19:45:00,Completed_On_Time,136,3457,False,0,1,High
4424,C,Medium,2024-01-23 15:41:00,2024-01-23 17:29:00,2024-01-23 16:43:00,Completed_On_Time,84,2736,False,0,91,Low
4425,B,Medium,2024-01-02 13:10:00,2024-01-02 15:04:00,2024-01-02 16:22:00,Completed_Late,127,4493,True,78,2,High
4426,E,Medium,2024-01-25 16:13:00,2024-01-25 18:11:00,2024-01-25 19:11:00,Completed_Late,96,3925,True,60,60,Low
4427,E,Low,2024-01-06 09:44:00,2024-01-06 12:18:00,2024-01-06 11:55:00,Completed_On_Time,135,708,False,0,90,Low
4428,C,High,2024-01-31 12:50:00,2024-01-31 14:09:00,2024-01-31 13:52:00,Completed_On_Time,71,9648,False,0,28,Medium
4429,G,Medium,2024-01-02 14:54:00,2024-01-02 17:03:00,2024-01-02 17:10:00,Completed_Late,101,4511,True,7,110,Low
4430,A,Low,2024-01-27 16:54:00,2024-01-27 19:47:00,2024-01-27 18:30:00,Completed_On_Time,160,1833,False,0,76,Low
4431,D,High,2024-01-14 17:06:00,2024-01-14 17:33:00,2024-01-14 17:39:00,Completed_Late,33,7190,True,6,10,High
4432,A,High,2024-01-12 11:52:00,2024-01-12 12:44:00,2024-01-12 12:38:00,Completed_On_Time,50,8419,False,0,37,Medium
4433,B,Low,2024-01-20 15:22:00,2024-01-20 18:01:00,2024-01-20 17:32:00,Completed_On_Time,133,1574,False,0,83,Low
4434,F,High,2024-01-08 17:30:00,2024-01-08 19:38:00,2024-01-08 21:08:00,Completed_Late,117,6569,True,90,37,Medium
4435,B,High,2024-01-22 09:31:00,2024-01-22 10:43:00,2024-01-22 11:20:00,Completed_Late,55,5557,True,37,17,Medium
4436,G,Low,2024-01-12 12:55:00,2024-01-12 15:05:00,2024-01-12 14:15:00,Completed_On_Time,100,1831,False,0,46,Low
4437,E,Medium,2024-01-22 10:12:00,2024-01-22 11:40:00,2024-01-22 11:08:00,Completed_On_Time,77,2277,False,0,47,Low
4438,C,High,2024-01-17 15:26:00,2024-01-17 16:26:00,2024-01-17 15:53:00,Completed_On_Time,43,6606,False,0,18,Medium
4439,D,Low,2024-01-10 12:33:00,2024-01-10 14:24:00,2024-01-10 14:20:00,Completed_On_Time,125,1249,False,0,61,Low
4440,F,Low,2024-01-04 10:09:00,2024-01-04 11:50:00,2024-01-04 12:30:00,Completed_Late,98,519,True,40,101,Low
4441,E,Low,2024-01-24 13:13:00,2024-01-24 14:46:00,2024-01-24 14:23:00,Completed_On_Time,100,917,False,0,92,Low
4442,C,High,2024-01-12 13:59:00,2024-01-12 16:04:00,2024-01-12 15:23:00,Completed_On_Time,104,6541,False,0,47,Low
4443,D,High,2024-01-03 10:48:00,2024-01-03 12:15:00,2024-01-03 13:05:00,Completed_Late,104,8564,True,50,74,Low
4444,D,High,2024-01-12 10:07:00,2024-01-12 11:30:00,2024-01-12 11:08:00,Completed_On_Time,73,8302,False,0,68,Low
4445,D,Low,2024-01-08 14:06:00,2024-01-08 18:01:00,2024-01-08 19:00:00,Completed_Late,212,1452,True,59,138,Low
4446,C,High,2024-01-14 12:48:00,2024-01-14 14:06:00,2024-01-14 13:39:00,Completed_On_Time,52,5921,False,0,27,Medium
4447,D,High,2024-01-23 09:50:00,2024-01-23 10:55:00,2024-01-23 10:32:00,Completed_On_Time,55,5563,False,0,23,Medium
4448,F,High,2024-01-26 13:32:00,2024-01-26 14:50:00,2024-01-26 14:34:00,Completed_On_Time,69,9273,False,0,17,Medium
4449,F,Low,2024-01-31 16:27:00,2024-01-31 18:43:00,2024-01-31 17:57:00,Completed_On_Time,148,533,False,0,29,Medium
4450,G,High,2024-01-03 11:40:00,2024-01-03 12:29:00,2024-01-03 12:25:00,Completed_On_Time,65,8742,False,0,43,Medium
4451,E,Low,2024-01-07 10:40:00,2024-01-07 12:58:00,2024-01-07 11:47:00,Completed_On_Time,113,1699,False,0,36,Medium
4452,B,High,2024-01-23 15:37:00,2024-01-23 16:23:00,2024-01-23 17:06:00,Completed_Late,34,5730,True,43,28,Medium
4453,F,High,2024-01-23 09:57:00,2024-01-23 10:57:00,2024-01-23 12:26:00,Completed_Late,39,8754,True,89,23,Medium
4454,B,High,2024-01-23 12:59:00,2024-01-23 14:13:00,2024-01-23 14:01:00,Completed_On_Time,65,6150,False,0,22,Medium
4455,E,High,2024-01-28 16:23:00,2024-01-28 17:15:00,2024-01-28 17:18:00,Completed_Late,66,9656,True,3,9,High
4456,C,High,2024-01-30 10:25:00,2024-01-30 11:45:00,2024-01-30 11:52:00,Completed_Late,69,6322,True,7,41,Medium
4457,A,High,2024-01-12 11:48:00,2024-01-12 13:00:00,2024-01-12 12:49:00,Completed_On_Time,88,5061,False,0,-8,High
4458,G,Low,2024-01-15 16:26:00,2024-01-15 19:14:00,2024-01-15 18:54:00,Completed_On_Time,149,735,False,0,164,Low
4459,G,Medium,2024-01-25 10:24:00,2024-01-25 12:58:00,2024-01-25 12:20:00,Completed_On_Time,162,2041,False,0,121,Low
4460,F,Low,2024-01-19 11:42:00,2024-01-19 14:41:00,2024-01-19 14:12:00,Completed_On_Time,167,1419,False,0,76,Low
4461,F,Medium,2024-01-16 09:37:00,2024-01-16 11:47:00,2024-01-16 12:37:00,Completed_Late,123,4689,True,50,119,Low
4462,C,Low,2024-01-17 11:20:00,2024-01-17 13:28:00,2024-01-17 13:00:00,Completed_On_Time,132,1115,False,0,72,Low
4463,E,Low,2024-01-04 16:53:00,2024-01-04 19:57:00,2024-01-04 19:00:00,Completed_On_Time,154,1680,False,0,131,Low
4464,A,Medium,2024-01-01 09:48:00,2024-01-01 10:43:00,2024-01-01 10:41:00,Completed_On_Time,68,3984,False,0,19,Medium
4465,D,Low,2024-01-08 10:31:00,2024-01-08 14:05:00,2024-01-08 12:37:00,Completed_On_Time,208,1788,False,0,179,Low
4466,F,Medium,2024-01-17 11:36:00,2024-01-17 12:41:00,2024-01-17 12:30:00,Completed_On_Time,82,2004,False,0,41,Medium
4467,C,Low,2024-01-19 15:38:00,2024-01-19 18:55:00,2024-01-19 18:01:00,Completed_On_Time,206,1498,False,0,71,Low
4468,F,Low,2024-01-01 14:21:00,2024-01-01 16:28:00,2024-01-01 17:07:00,Completed_Late,133,518,True,39,-6,High
4469,G,Medium,2024-01-13 11:38:00,2024-01-13 13:02:00,2024-01-13 12:54:00,Completed_On_Time,82,4737,False,0,70,Low
4470,B,Low,2024-01-11 12:18:00,2024-01-11 13:59:00,2024-01-11 14:40:00,Completed_Late,120,1093,True,41,-7,High
4471,F,Medium,2024-01-05 16:00:00,2024-01-05 17:08:00,2024-01-05 17:01:00,Completed_On_Time,75,2447,False,0,31,Medium
4472,D,Medium,2024-01-06 09:38:00,2024-01-06 11:51:00,2024-01-06 10:58:00,Completed_On_Time,115,3044,False,0,86,Low
4473,B,Medium,2024-01-29 12:40:00,2024-01-29 14:17:00,2024-01-29 13:58:00,Completed_On_Time,87,4147,False,0,68,Low
4474,D,High,2024-01-03 17:42:00,2024-01-03 19:18:00,2024-01-03 19:39:00,Completed_Late,94,9185,True,21,12,High
4475,F,High,2024-01-23 11:02:00,2024-01-23 12:33:00,2024-01-23 13:32:00,Completed_Late,93,7310,True,59,63,Low
4476,D,Medium,2024-01-28 16:31:00,2024-01-28 19:30:00,2024-01-28 20:09:00,Completed_Late,154,2534,True,39,146,Low
4477,D,Medium,2024-01-09 11:22:00,2024-01-09 14:07:00,2024-01-09 13:09:00,Completed_On_Time,138,2057,False,0,68,Low
4478,B,Medium,2024-01-02 09:15:00,2024-01-02 11:21:00,2024-01-02 11:35:00,Completed_Late,98,2394,True,14,72,Low
4479,D,Low,2024-01-01 13:06:00,2024-01-01 14:49:00,2024-01-01 15:02:00,Completed_Late,117,760,True,13,31,Medium
4480,F,High,2024-01-06 12:43:00,2024-01-06 14:11:00,2024-01-06 13:38:00,Completed_On_Time,75,5681,False,0,23,Medium
4481,D,Low,2024-01-05 12:58:00,2024-01-05 15:56:00,2024-01-05 16:45:00,Completed_Late,155,509,True,49,76,Low
4482,F,High,2024-01-02 14:48:00,2024-01-02 15:12:00,2024-01-02 15:19:00,Completed_Late,35,9620,True,7,7,High
4483,F,High,2024-01-13 14:56:00,2024-01-13 16:59:00,2024-01-13 17:07:00,Completed_Late,114,9710,True,8,44,Medium
4484,A,Low,2024-01-01 10:05:00,2024-01-01 13:11:00,2024-01-01 12:13:00,Completed_On_Time,193,1556,False,0,53,Low
4485,D,High,2024-01-09 15:34:00,2024-01-09 16:26:00,2024-01-09 15:58:00,Completed_On_Time,38,6615,False,0,25,Medium
4486,D,Low,2024-01-03 12:30:00,2024-01-03 16:27:00,2024-01-03 15:22:00,Completed_On_Time,228,793,False,0,223,Low
4487,F,High,2024-01-05 17:17:00,2024-01-05 18:25:00,2024-01-05 19:49:00,Completed_Late,88,6668,True,84,19,Medium
4488,F,High,2024-01-29 09:10:00,2024-01-29 10:11:00,2024-01-29 10:44:00,Completed_Late,67,9494,True,33,8,High
4489,G,Medium,2024-01-20 15:16:00,2024-01-20 17:50:00,2024-01-20 18:51:00,Completed_Late,126,3190,True,61,41,Medium
4490,C,High,2024-01-27 15:35:00,2024-01-27 17:44:00,2024-01-27 17:04:00,Completed_On_Time,111,7423,False,0,25,Medium
4491,B,Low,2024-01-18 16:42:00,2024-01-18 18:53:00,2024-01-18 18:20:00,Completed_On_Time,135,1941,False,0,22,Medium
4492,G,Low,2024-01-08 10:36:00,2024-01-08 12:33:00,2024-01-08 12:55:00,Completed_Late,102,746,True,22,102,Low
4493,D,Low,2024-01-09 16:37:00,2024-01-09 18:44:00,2024-01-09 19:15:00,Completed_Late,107,1289,True,31,43,Medium
4494,B,Medium,2024-01-28 09:09:00,2024-01-28 10:33:00,2024-01-28 10:50:00,Completed_Late,104,3052,True,17,-1,High
4495,F,Low,2024-01-13 09:34:00,2024-01-13 13:06:00,2024-01-13 12:26:00,Completed_On_Time,203,572,False,0,34,Medium
4496,D,Low,2024-01-08 17:59:00,2024-01-08 20:09:00,2024-01-08 19:33:00,Completed_On_Time,101,950,False,0,78,Low
4497,D,Medium,2024-01-29 10:56:00,2024-01-29 13:46:00,2024-01-29 13:21:00,Completed_On_Time,174,3800,False,0,167,Low
4498,F,Low,2024-01-27 17:23:00,2024-01-27 20:36:00,2024-01-27 21:19:00,Completed_Late,193,1542,True,43,59,Low
4499,G,High,2024-01-26 14:09:00,2024-01-26 14:54:00,2024-01-26 16:01:00,Completed_Late,38,6099,True,67,40,Medium
4500,D,High,2024-01-22 17:03:00,2024-01-22 18:55:00,2024-01-22 18:23:00,Completed_On_Time,102,8224,False,0,33,Medium
4501,G,High,2024-01-15 14:15:00,2024-01-15 16:26:00,2024-01-15 16:02:00,Completed_On_Time,115,8088,False,0,43,Medium
4502,G,Medium,2024-01-17 15:31:00,2024-01-17 16:29:00,2024-01-17 16:36:00,Completed_Late,78,4319,True,7,35,Medium
4503,B,Low,2024-01-18 11:08:00,2024-01-18 14:21:00,2024-01-18 14:54:00,Completed_Late,199,1848,True,33,107,Low
4504,E,Low,2024-01-07 17:55:00,2024-01-07 21:39:00,2024-01-07 21:02:00,Completed_On_Time,215,1228,False,0,197,Low
4505,B,High,2024-01-31 16:38:00,2024-01-31 17:38:00,2024-01-31 18:00:00,Completed_Late,79,9440,True,22,9,High
4506,D,Medium,2024-01-08 09:46:00,2024-01-08 12:59:00,2024-01-08 14:07:00,Completed_Late,170,2234,True,68,84,Low
4507,B,Medium,2024-01-29 17:53:00,2024-01-29 19:08:00,2024-01-29 19:10:00,Completed_Late,81,2172,True,2,12,High
4508,E,High,2024-01-11 10:04:00,2024-01-11 11:55:00,2024-01-11 12:12:00,Completed_Late,98,7965,True,17,51,Low
4509,B,Low,2024-01-07 11:05:00,2024-01-07 13:33:00,2024-01-07 12:31:00,Completed_On_Time,140,998,False,0,32,Medium
4510,F,Medium,2024-01-16 13:03:00,2024-01-16 15:24:00,2024-01-16 15:15:00,Completed_On_Time,136,4317,False,0,61,Low
4511,B,Medium,2024-01-15 14:18:00,2024-01-15 15:27:00,2024-01-15 16:34:00,Completed_Late,63,3010,True,67,39,Medium
4512,E,High,2024-01-30 17:43:00,2024-01-30 19:27:00,2024-01-30 20:55:00,Completed_Late,90,6510,True,88,44,Medium
4513,F,Medium,2024-01-30 13:34:00,2024-01-30 14:46:00,2024-01-30 14:46:00,Completed_On_Time,88,3177,False,0,-3,High
4514,D,Medium,2024-01-12 13:00:00,2024-01-12 15:54:00,2024-01-12 15:01:00,Completed_On_Time,166,3371,False,0,40,Medium
4515,C,Medium,2024-01-16 15:38:00,2024-01-16 18:29:00,2024-01-16 17:27:00,Completed_On_Time,152,3579,False,0,117,Low
4516,D,Low,2024-01-14 10:21:00,2024-01-14 13:35:00,2024-01-14 13:05:00,Completed_On_Time,200,952,False,0,149,Low
4517,B,Medium,2024-01-28 12:26:00,2024-01-28 14:38:00,2024-01-28 13:54:00,Completed_On_Time,119,2383,False,0,89,Low
4518,D,High,2024-01-03 17:40:00,2024-01-03 18:30:00,2024-01-03 18:24:00,Completed_On_Time,51,7094,False,0,34,Medium
4519,E,High,2024-01-14 10:40:00,2024-01-14 12:25:00,2024-01-14 12:17:00,Completed_On_Time,97,7167,False,0,56,Low
4520,F,High,2024-01-30 16:56:00,2024-01-30 18:53:00,2024-01-30 19:30:00,Completed_Late,116,9317,True,37,25,Medium
4521,B,Medium,2024-01-13 14:28:00,2024-01-13 16:25:00,2024-01-13 16:54:00,Completed_Late,117,2090,True,29,76,Low
4522,A,Low,2024-01-19 11:25:00,2024-01-19 13:40:00,2024-01-19 13:13:00,Completed_On_Time,122,1836,False,0,99,Low
4523,F,Medium,2024-01-09 13:03:00,2024-01-09 15:12:00,2024-01-09 15:16:00,Completed_Late,137,4791,True,4,38,Medium
4524,A,Low,2024-01-14 09:37:00,2024-01-14 13:14:00,2024-01-14 14:32:00,Completed_Late,207,911,True,78,163,Low
4525,B,High,2024-01-21 16:28:00,2024-01-21 17:15:00,2024-01-21 17:59:00,Completed_Late,53,9092,True,44,27,Medium
4526,D,Medium,2024-01-17 09:39:00,2024-01-17 12:01:00,2024-01-17 11:25:00,Completed_On_Time,156,4475,False,0,65,Low
4527,G,Low,2024-01-03 11:26:00,2024-01-03 13:06:00,2024-01-03 14:19:00,Completed_Late,105,1232,True,73,86,Low
4528,D,Medium,2024-01-06 11:37:00,2024-01-06 14:21:00,2024-01-06 13:12:00,Completed_On_Time,150,4882,False,0,34,Medium
4529,A,Low,2024-01-01 15:28:00,2024-01-01 18:58:00,2024-01-01 19:55:00,Completed_Late,186,1536,True,57,133,Low
4530,B,High,2024-01-30 16:25:00,2024-01-30 18:19:00,2024-01-30 18:01:00,Completed_On_Time,108,9564,False,0,68,Low
4531,A,Medium,2024-01-16 14:17:00,2024-01-16 16:38:00,2024-01-16 17:19:00,Completed_Late,159,3902,True,41,120,Low
4532,E,High,2024-01-08 16:02:00,2024-01-08 17:12:00,2024-01-08 17:08:00,Completed_On_Time,89,9154,False,0,58,Low
4533,F,Low,2024-01-14 16:02:00,2024-01-14 19:18:00,2024-01-14 20:36:00,Completed_Late,180,595,True,78,42,Medium
4534,F,High,2024-01-30 13:40:00,2024-01-30 14:35:00,2024-01-30 14:28:00,Completed_On_Time,72,6030,False,0,21,Medium
4535,C,High,2024-01-07 17:45:00,2024-01-07 19:10:00,2024-01-07 19:14:00,Completed_Late,94,5808,True,4,21,Medium
4536,D,Medium,2024-01-07 16:10:00,2024-01-07 17:05:00,2024-01-07 16:53:00,Completed_On_Time,68,2958,False,0,0,High
4537,F,High,2024-01-30 17:01:00,2024-01-30 17:42:00,2024-01-30 17:31:00,Completed_On_Time,33,7955,False,0,31,Medium
4538,A,Medium,2024-01-27 11:55:00,2024-01-27 13:24:00,2024-01-27 12:35:00,Completed_On_Time,67,3983,False,0,25,Medium
4539,E,Medium,2024-01-04 14:52:00,2024-01-04 17:13:00,2024-01-04 17:59:00,Completed_Late,156,4074,True,46,129,Low
4540,B,Medium,2024-01-27 17:36:00,2024-01-27 19:58:00,2024-01-27 18:43:00,Completed_On_Time,113,4564,False,0,128,Low
4541,B,High,2024-01-13 12:06:00,2024-01-13 13:14:00,2024-01-13 14:30:00,Completed_Late,61,9917,True,76,9,High
4542,B,Low,2024-01-08 12:08:00,2024-01-08 15:45:00,2024-01-08 15:18:00,Completed_On_Time,228,1909,False,0,148,Low
4543,F,Low,2024-01-29 12:22:00,2024-01-29 15:14:00,2024-01-29 16:35:00,Completed_Late,145,1531,True,81,82,Low
4544,G,Low,2024-01-03 11:50:00,2024-01-03 14:54:00,2024-01-03 13:36:00,Completed_On_Time,170,1541,False,0,33,Medium
4545,G,Low,2024-01-30 10:32:00,2024-01-30 13:13:00,2024-01-30 14:01:00,Completed_Late,145,1501,True,48,23,Medium
4546,B,High,2024-01-11 11:26:00,2024-01-11 12:56:00,2024-01-11 12:26:00,Completed_On_Time,98,9117,False,0,87,Low
4547,F,Medium,2024-01-18 12:41:00,2024-01-18 14:20:00,2024-01-18 14:38:00,Completed_Late,109,2255,True,18,40,Medium
4548,D,High,2024-01-14 16:27:00,2024-01-14 17:33:00,2024-01-14 16:56:00,Completed_On_Time,42,5814,False,0,51,Low
4549,F,High,2024-01-28 15:21:00,2024-01-28 16:44:00,2024-01-28 17:59:00,Completed_Late,55,5071,True,75,81,Low
4550,E,Low,2024-01-03 11:15:00,2024-01-03 14:45:00,2024-01-03 14:42:00,Completed_On_Time,226,1373,False,0,74,Low
4551,C,Medium,2024-01-21 09:24:00,2024-01-21 11:32:00,2024-01-21 11:45:00,Completed_Late,135,2252,True,13,6,High
4552,G,Medium,2024-01-28 15:31:00,2024-01-28 17:40:00,2024-01-28 17:28:00,Completed_On_Time,133,2640,False,0,69,Low
4553,D,Medium,2024-01-05 17:04:00,2024-01-05 18:17:00,2024-01-05 19:32:00,Completed_Late,62,2489,True,75,37,Medium
4554,E,High,2024-01-11 13:15:00,2024-01-11 15:02:00,2024-01-11 14:03:00,Completed_On_Time,79,5933,False,0,69,Low
4555,B,High,2024-01-02 11:12:00,2024-01-02 12:53:00,2024-01-02 12:14:00,Completed_On_Time,103,8706,False,0,71,Low
4556,C,High,2024-01-04 15:11:00,2024-01-04 16:22:00,2024-01-04 15:55:00,Completed_On_Time,68,5976,False,0,30,Medium
4557,B,Medium,2024-01-05 17:36:00,2024-01-05 19:20:00,2024-01-05 19:19:00,Completed_On_Time,114,3297,False,0,2,High
4558,C,Low,2024-01-13 14:25:00,2024-01-13 18:03:00,2024-01-13 19:05:00,Completed_Late,189,1983,True,62,176,Low
4559,F,Medium,2024-01-11 10:21:00,2024-01-11 13:00:00,2024-01-11 12:24:00,Completed_On_Time,131,4493,False,0,137,Low
4560,F,Low,2024-01-03 12:34:00,2024-01-03 15:39:00,2024-01-03 15:14:00,Completed_On_Time,187,1349,False,0,18,Medium
4561,G,Low,2024-01-15 14:00:00,2024-01-15 17:36:00,2024-01-15 16:40:00,Completed_On_Time,199,1562,False,0,177,Low
4562,F,Medium,2024-01-09 11:53:00,2024-01-09 14:28:00,2024-01-09 13:46:00,Completed_On_Time,130,2645,False,0,90,Low
4563,A,High,2024-01-07 15:39:00,2024-01-07 17:11:00,2024-01-07 16:52:00,Completed_On_Time,100,7263,False,0,71,Low
4564,B,High,2024-01-08 10:21:00,2024-01-08 12:07:00,2024-01-08 11:46:00,Completed_On_Time,88,5107,False,0,95,Low
4565,B,Low,2024-01-15 09:42:00,2024-01-15 13:07:00,2024-01-15 12:03:00,Completed_On_Time,213,831,False,0,15,Medium
4566,G,Low,2024-01-03 17:25:00,2024-01-03 21:00:00,2024-01-03 19:32:00,Completed_On_Time,202,1976,False,0,24,Medium
4567,A,Medium,2024-01-13 13:58:00,2024-01-13 16:58:00,2024-01-13 17:44:00,Completed_Late,159,4322,True,46,141,Low
4568,E,Medium,2024-01-09 10:52:00,2024-01-09 12:10:00,2024-01-09 11:46:00,Completed_On_Time,64,3505,False,0,46,Low
4569,E,Medium,2024-01-24 10:58:00,2024-01-24 12:27:00,2024-01-24 12:17:00,Completed_On_Time,109,3944,False,0,-6,High
4570,E,Low,2024-01-19 13:43:00,2024-01-19 17:10:00,2024-01-19 16:44:00,Completed_On_Time,187,1661,False,0,86,Low
4571,F,Medium,2024-01-27 13:21:00,2024-01-27 15:21:00,2024-01-27 15:19:00,Completed_On_Time,122,3928,False,0,91,Low
4572,D,Medium,2024-01-20 15:49:00,2024-01-20 18:26:00,2024-01-20 19:37:00,Completed_Late,173,3221,True,71,91,Low
4573,G,Low,2024-01-19 11:39:00,2024-01-19 13:37:00,2024-01-19 14:02:00,Completed_Late,94,1415,True,25,61,Low
4574,B,High,2024-01-05 14:22:00,2024-01-05 16:27:00,2024-01-05 15:46:00,Completed_On_Time,119,6891,False,0,39,Medium
4575,C,High,2024-01-18 14:04:00,2024-01-18 15:12:00,2024-01-18 14:59:00,Completed_On_Time,85,6524,False,0,53,Low
4576,E,High,2024-01-04 17:05:00,2024-01-04 18:41:00,2024-01-04 18:50:00,Completed_Late,116,8140,True,9,10,High
4577,B,High,2024-01-04 14:17:00,2024-01-04 15:23:00,2024-01-04 14:56:00,Completed_On_Time,62,9435,False,0,12,High
4578,F,Low,2024-01-25 13:14:00,2024-01-25 15:59:00,2024-01-25 15:51:00,Completed_On_Time,178,668,False,0,49,Low
4579,C,Medium,2024-01-13 13:00:00,2024-01-13 15:16:00,2024-01-13 14:22:00,Completed_On_Time,134,4118,False,0,85,Low
4580,B,Medium,2024-01-04 11:02:00,2024-01-04 12:16:00,2024-01-04 11:40:00,Completed_On_Time,61,2669,False,0,62,Low
4581,A,High,2024-01-08 13:44:00,2024-01-08 15:52:00,2024-01-08 16:18:00,Completed_Late,99,6203,True,26,123,Low
4582,G,High,2024-01-26 13:49:00,2024-01-26 14:59:00,2024-01-26 15:10:00,Completed_Late,52,9187,True,11,29,Medium
4583,B,High,2024-01-15 12:00:00,2024-01-15 13:58:00,2024-01-15 13:18:00,Completed_On_Time,98,5532,False,0,102,Low
4584,A,High,2024-01-16 16:03:00,2024-01-16 17:31:00,2024-01-16 17:49:00,Completed_Late,107,7576,True,18,-4,High
4585,A,Medium,2024-01-24 16:02:00,2024-01-24 17:43:00,2024-01-24 16:59:00,Completed_On_Time,76,3261,False,0,97,Low
4586,F,Low,2024-01-28 10:29:00,2024-01-28 12:46:00,2024-01-28 12:09:00,Completed_On_Time,150,1436,False,0,23,Medium
4587,G,Medium,2024-01-26 16:48:00,2024-01-26 17:52:00,2024-01-26 17:25:00,Completed_On_Time,62,3452,False,0,31,Medium
4588,A,Medium,2024-01-21 16:51:00,2024-01-21 18:53:00,2024-01-21 19:39:00,Completed_Late,114,4727,True,46,48,Low
4589,B,High,2024-01-06 16:04:00,2024-01-06 17:38:00,2024-01-06 17:18:00,Completed_On_Time,93,6337,False,0,78,Low
4590,A,High,2024-01-28 12:08:00,2024-01-28 13:28:00,2024-01-28 14:03:00,Completed_Late,81,7299,True,35,0,High
4591,E,Low,2024-01-15 14:44:00,2024-01-15 17:45:00,2024-01-15 17:28:00,Completed_On_Time,180,1309,False,0,6,High
4592,A,Medium,2024-01-18 09:10:00,2024-01-18 11:29:00,2024-01-18 12:43:00,Completed_Late,132,2095,True,74,29,Medium
4593,B,High,2024-01-24 11:09:00,2024-01-24 13:03:00,2024-01-24 12:27:00,Completed_On_Time,107,8101,False,0,19,Medium
4594,F,Low,2024-01-26 12:27:00,2024-01-26 15:45:00,2024-01-26 15:42:00,Completed_On_Time,215,1773,False,0,104,Low
4595,D,Medium,2024-01-08 14:00:00,2024-01-08 16:11:00,2024-01-08 15:56:00,Completed_On_Time,117,2247,False,0,24,Medium
4596,F,Low,2024-01-06 10:22:00,2024-01-06 13:18:00,2024-01-06 13:30:00,Completed_Late,176,1289,True,12,135,Low
4597,A,Medium,2024-01-27 14:53:00,2024-01-27 17:19:00,2024-01-27 16:47:00,Completed_On_Time,125,2552,False,0,114,Low
4598,G,Low,2024-01-08 17:45:00,2024-01-08 21:13:00,2024-01-08 21:51:00,Completed_Late,187,1111,True,38,159,Low
4599,B,High,2024-01-24 14:28:00,2024-01-24 15:38:00,2024-01-24 15:32:00,Completed_On_Time,87,8568,False,0,-10,High
4600,E,Low,2024-01-12 17:34:00,2024-01-12 19:49:00,2024-01-12 19:02:00,Completed_On_Time,120,1522,False,0,121,Low
4601,E,Medium,2024-01-27 12:10:00,2024-01-27 15:24:00,2024-01-27 14:53:00,Completed_On_Time,170,3167,False,0,31,Medium
4602,D,High,2024-01-06 11:52:00,2024-01-06 13:02:00,2024-01-06 12:56:00,Completed_On_Time,64,6335,False,0,41,Medium
4603,A,High,2024-01-03 09:01:00,2024-01-03 10:33:00,2024-01-03 11:08:00,Completed_Late,99,5481,True,35,3,High
4604,D,Low,2024-01-03 17:07:00,2024-01-03 20:28:00,2024-01-03 21:53:00,Completed_Late,203,1697,True,85,130,Low
4605,A,High,2024-01-14 14:20:00,2024-01-14 15:03:00,2024-01-14 15:16:00,Completed_Late,57,9807,True,13,-13,High
4606,D,Medium,2024-01-01 13:23:00,2024-01-01 16:02:00,2024-01-01 15:19:00,Completed_On_Time,130,4100,False,0,121,Low
4607,F,Medium,2024-01-26 12:19:00,2024-01-26 14:14:00,2024-01-26 13:27:00,Completed_On_Time,109,2188,False,0,65,Low
4608,C,Medium,2024-01-05 16:07:00,2024-01-05 19:20:00,2024-01-05 18:17:00,Completed_On_Time,177,3108,False,0,79,Low
4609,G,Low,2024-01-31 10:53:00,2024-01-31 14:33:00,2024-01-31 14:15:00,Completed_On_Time,206,1690,False,0,50,Low
4610,G,Medium,2024-01-09 16:57:00,2024-01-09 18:44:00,2024-01-09 17:57:00,Completed_On_Time,84,2840,False,0,23,Medium
4611,F,Medium,2024-01-21 17:37:00,2024-01-21 18:19:00,2024-01-21 18:58:00,Completed_Late,62,4771,True,39,4,High
4612,G,High,2024-01-25 13:44:00,2024-01-25 15:21:00,2024-01-25 15:29:00,Completed_Late,106,7616,True,8,70,Low
4613,C,Medium,2024-01-28 09:03:00,2024-01-28 11:30:00,2024-01-28 10:40:00,Completed_On_Time,135,2121,False,0,32,Medium
4614,B,Medium,2024-01-08 17:23:00,2024-01-08 19:16:00,2024-01-08 19:28:00,Completed_Late,125,2918,True,12,0,High
4615,B,Medium,2024-01-10 10:22:00,2024-01-10 12:02:00,2024-01-10 11:28:00,Completed_On_Time,83,4417,False,0,90,Low
4616,F,Medium,2024-01-23 11:46:00,2024-01-23 13:48:00,2024-01-23 13:21:00,Completed_On_Time,132,4771,False,0,49,Low
4617,B,High,2024-01-27 11:31:00,2024-01-27 12:05:00,2024-01-27 11:50:00,Completed_On_Time,33,5376,False,0,21,Medium
4618,G,High,2024-01-31 12:15:00,2024-01-31 13:03:00,2024-01-31 13:21:00,Completed_Late,42,6409,True,18,23,Medium
4619,E,Medium,2024-01-14 13:35:00,2024-01-14 14:24:00,2024-01-14 15:48:00,Completed_Late,67,4716,True,84,-13,High
4620,E,Low,2024-01-02 17:00:00,2024-01-02 20:25:00,2024-01-02 20:43:00,Completed_Late,224,1748,True,18,66,Low
4621,D,Low,2024-01-14 15:51:00,2024-01-14 20:06:00,2024-01-14 18:44:00,Completed_On_Time,236,1239,False,0,151,Low
4622,G,Medium,2024-01-31 11:21:00,2024-01-31 13:39:00,2024-01-31 12:44:00,Completed_On_Time,139,4245,False,0,68,Low
